url,filename,date,knesset_num,title
https://main.knesset.gov.il/Activity/committees/Ethics/Documents/hachlatot16_5.pdf,hachlatot16_5.pdf,2003-07-22,16,"בקובלנה של ח""כ שלמה בניזרי נגד ח""כ רומן ברונפמן"
https://main.knesset.gov.il/Activity/committees/Ethics/Documents/hachlatot16_8.pdf,hachlatot16_8.pdf,2003-10-21,16,"החלטת ועדת האתיקה בדבר איסור הכללת פרסומת מסחרית ב""איגרת לבוחר"""
https://main.knesset.gov.il/Activity/committees/Ethics/Documents/hachlatot16_9.pdf,hachlatot16_9.pdf,2003-11-18,16,"החלטת ועדת האתיקה בקובלנה של ח""כ ענבל גבריאלי נגד ח""כ יולי תמיר"
https://main.knesset.gov.il/Activity/committees/Ethics/Documents/hachlatot16_10.pdf,hachlatot16_10.pdf,2004-01-13,16,"החלטת ועדת האתיקה בענין קובלנות של חברי הכנסת אורי אריאל ויולי אדלשטיין נגד חברי הכנסת שנסעו לחו""ל, שלא במסגרת משלחות מטעם הכנסת, ללא אישורה של ועדת האתיקה"
https://main.knesset.gov.il/Activity/committees/Ethics/Documents/hachlatot16_13.pdf,hachlatot16_13.pdf,2004-02-03,16,"בקובלנות של חבר הכנסת יו""ר הכנסת חבר הכנסת ראובן (רובי) ריבלין נגד חברי הכנסת צבי הנדל"
https://main.knesset.gov.il/Activity/committees/Ethics/Documents/hachlatot16_12.pdf,hachlatot16_12.pdf,2004-02-03,16,"בקובלנות של יו""ר הכנסת חבר הכנסת ראובן (רובי) ריבלין נגד חבר מאיר פרוש"
https://main.knesset.gov.il/Activity/committees/Ethics/Documents/hachlatot16_11.pdf,hachlatot16_11.pdf,2004-02-03,16,בקובלנות של חבר הכנסת יגאל יאסינוב נגד חבר הכנסת אחמד טיבי
https://main.knesset.gov.il/Activity/committees/Ethics/Documents/hachlatot16_15.pdf,hachlatot16_15.pdf,2004-05-04,16,"בקובלנות של קובלנתו של ח""כ גדעון עזרא, השר המתאם בין הממשלה לבין הכנסת נגד ח""כ מוחמד ברכה"
https://main.knesset.gov.il/Activity/committees/Ethics/Documents/hachlatot16_14.pdf,hachlatot16_14.pdf,2004-05-04,16,"בקובלנות של של ח""כ עסאם מח'ול נגד ח""כ גדעון עזרא, השר המתאם בין הממשלה לבין הכנסת"
https://main.knesset.gov.il/Activity/committees/Ethics/Documents/hachlatot16_17.pdf,hachlatot16_17.pdf,2004-06-22,16,"בקובלנות של זיו פרייס, אליעזר דביר ופנחס וולף נגד חברי הכנסת אחמד טיבי, טלב אלסאנע וג'מאל זחאלקה"
https://main.knesset.gov.il/Activity/committees/Ethics/Documents/hachlatot16_16.pdf,hachlatot16_16.pdf,2004-06-22,16,"בקובלנה של ח""כ רשף חן נגד חברי הכנסת מסיעות ש""ס ויהדות התורה"
https://main.knesset.gov.il/Activity/committees/Ethics/Documents/hachlatot16_18.pdf,hachlatot16_18.pdf,2004-06-29,16,"בענין השתתפותו של ח""כ אלי אפללו, שבבעלותו תחנות תידלוק, בדיוני הועדות בנושאים הקשורים במשק הדלק"
https://main.knesset.gov.il/Activity/committees/Ethics/Documents/hachlatot16_19.pdf,hachlatot16_19.pdf,2004-07-06,16,בענין השתתפות חברי הכנסת באירועי תרבות שבסיומם נערך דיון בנוכחות הקהל
https://main.knesset.gov.il/Activity/committees/Ethics/Documents/hachlatot16_20.pdf,hachlatot16_20.pdf,2004-10-12,16,"החלטת ועדת האתיקה של אליעזר וולטמן, מנכ""ל עמותת ""אומ""ץ"" נגד חברי הכנסת שמעון פרס, בנימין בן-אליעזר, דליה איציק וחיים רמון"
https://main.knesset.gov.il/Activity/committees/Ethics/Documents/hachlatot16_21.pdf,hachlatot16_21.pdf,2004-11-16,16,"בקובלנות של התנועה למען איכות השלטון בישראל ושל המטה למען א""י נגד ח""כ אברהם הירשזון"
https://main.knesset.gov.il/Activity/committees/Ethics/Documents/hachlatot16_25.pdf,hachlatot16_25.pdf,2004-12-07,16,"בקובלנה של ח""כ מוחמד ברכה נגד ח""כ גדעון עזרא, השר לביטחון פנים ושר התיירות"
https://main.knesset.gov.il/Activity/committees/Ethics/Documents/hachlatot16_24.pdf,hachlatot16_24.pdf,2004-12-07,16,"בקובלנה של מר יוסי מושקוביץ נגד ח""כ מיכאל גורלובסקי"
https://main.knesset.gov.il/Activity/committees/Ethics/Documents/hachlatot16_23.pdf,hachlatot16_23.pdf,2004-12-07,16,"קובלנתו של ח""כ יורי שטרן נגד ח""כ ג'מאל זחאלקה"
https://main.knesset.gov.il/Activity/committees/Ethics/Documents/hachlatot16_22.pdf,hachlatot16_22.pdf,2004-12-07,16,החלטת של ועדת האתיקה בדבר מענה לפניות הציבור
https://main.knesset.gov.il/Activity/committees/Ethics/Documents/hachlatot16_26.pdf,hachlatot16_26.pdf,2004-12-21,16,"בענין קובלנתה של ח""כ לימור לבנת, שרת החינוך, התרבות והספורט נגד ח""כ עסאם מח'ול"
https://main.knesset.gov.il/Activity/committees/Ethics/Documents/hachlatot16_27.pdf,hachlatot16_27.pdf,2005-01-11,16,"תיקון להחלטת ועדת האתיקה בענין מימון נסיעות לחו""ל של חברי הכנסת"
https://main.knesset.gov.il/Activity/committees/Ethics/Documents/hachlatot16_29.pdf,hachlatot16_29.pdf,2005-03-22,16,החלטת ועדת האתיקה בענין חוברות ומגזינים חגיגיים לציון פעילות ציבורית של שר או חבר הכנסת
https://main.knesset.gov.il/Activity/committees/Ethics/Documents/hachlatot16_28.pdf,hachlatot16_28.pdf,2005-03-22,16,"החלטת ועדת האתיקה בקובלנה של ח""כ יגאל יאסינוב נגד ח""כ קולט אביטל"
https://main.knesset.gov.il/Activity/committees/Ethics/Documents/hachlatot16_30.pdf,hachlatot16_30.pdf,2005-06-21,16,החלטת ועדת האתיקה בענין נסיעות חברי הכנסת לארצות אויב
https://main.knesset.gov.il/Activity/committees/Ethics/Documents/hachlatot16_31.pdf,hachlatot16_31.pdf,2005-07-19,16,"החלטת ועדת האתיקה בענין קובלנתו של ח""כ אורי אריאל נגד ח""כ עסאם מח'ול"
https://main.knesset.gov.il/Activity/committees/Ethics/Documents/hachlatot16_32.pdf,hachlatot16_32.pdf,2005-07-26,16,"החלטת ועדת האתיקה בענין קובלנתם של ח""כ אריה אלדד וח""כ אורי אריאל נגד ח""כ עסאם מח'ול"
https://main.knesset.gov.il/Activity/committees/Ethics/Documents/hachlatot16_33.pdf,hachlatot16_33.pdf,2005-11-01,16,"החלטת ועדת האתיקה בענין קובלנתו של יו""ר הכנסת, ח""כ ראובן ריבלין נגד ח""כ מיכאל גורלובסקי"
https://main.knesset.gov.il/Activity/committees/Ethics/Documents/hachlatot16_34.pdf,hachlatot16_34.pdf,2005-11-29,16,החלטת ועדת האתיקה בענין שימוש במכונות הצילום של הכנסת
https://main.knesset.gov.il/Activity/committees/Ethics/Documents/hachlatot16_35.pdf,hachlatot16_35.pdf,2005-12-05,16,"החלטת ועדת האתיקה בענין קובלנתו של ח""כ רן כהן נגד ח""כ רוחמה אברהם ואלי אפללו ובעניין קובלנתה של התנועה למען איכות השלטון נגד ח""כ ישראל כ""ץ, רוחמה אברהם ואלי אפללו"
https://main.knesset.gov.il/Activity/committees/Ethics/Documents/hachlatot17_1.pdf,hachlatot17_1.pdf,2006-06-20,17,החלטת ועדת האתיקה בדבר פרסום קובלנות בתקשורת
https://main.knesset.gov.il/Activity/committees/Ethics/Documents/hachlatot17_2.pdf,hachlatot17_2.pdf,2006-07-11,17,החלטת ועדת האתיקה בקובלנה של חברת הכנסת רוחמה אברהם נגד חברת הכנסת סופה לנדבר
https://main.knesset.gov.il/Activity/committees/Ethics/Documents/hachlatot17_4.pdf,hachlatot17_4.pdf,2006-09-18,17,"החלטת ועדת האתיקה בקובלנה של חה""כ קולט אביטל ושל חה""כ יואל חסון"
https://main.knesset.gov.il/Activity/committees/Ethics/Documents/hachlatot17_3.pdf,hachlatot17_3.pdf,2006-09-18,17,"החלטת ועדת האתיקה בקובלנה של יו""ר הכנסת, חה""כ דליה איציק ושל חה""כ יואל חסון"
https://main.knesset.gov.il/Activity/committees/Ethics/Documents/hachlatot17_5.pdf,hachlatot17_5.pdf,2006-10-31,17,"החלטת ועדת האתיקה בקובלנה של חה""כ לימור לבנת נגד חה""כ דוד טל"
https://main.knesset.gov.il/Activity/committees/Ethics/Documents/hachlatot17_6.pdf,hachlatot17_6.pdf,2007-02-06,17,החלטת ועדת האתיקה בענין הקובלנות של חברי הכנסת גלעד ארדן ועזמי בשארה
https://main.knesset.gov.il/Activity/committees/Ethics/Documents/hachlatot17_8.pdf,hachlatot17_8.pdf,2007-02-12,17,"החלטת ועדת האתיקה בענין בענין קובלנותיהם של חבר הכנסת רן כהן ושל עמותת אומ""ץ נגד חברי הכנסת יואל חסון וסטס מיסז'ניקוב"
https://main.knesset.gov.il/Activity/committees/Ethics/Documents/hachlatot17_7.pdf,hachlatot17_7.pdf,2007-02-12,17,"החלטת ועדת האתיקה בענין קובלנתו של היועץ המשפטי לממשלה נגד חה""כ אברהם הירשזון"
https://main.knesset.gov.il/Activity/committees/Ethics/Documents/hachlatot17_11.pdf,hachlatot17_11.pdf,2007-02-27,17,"החלטת ועדת האתיקה בענין קובלנותיהם ההדדיות של חברי הכנסת אריה אלדד, גלעד ארדן ואורי אריאל ושל חבר הכנסת אחמד טיבי"
https://main.knesset.gov.il/Activity/committees/Ethics/Documents/hachlatot17_10.pdf,hachlatot17_10.pdf,2007-02-27,17,"החלטת ועדת האתיקה בענין צבירת נקודות מועדוני ""הנוסע המתמיד"""
